datetime,open,high,low,close,volume
2025-07-19 00:00:00,0.25942000,0.26365000,0.25880000,0.26364000,5619086.00000000
2025-07-19 00:15:00,0.26364000,0.26415000,0.26139000,0.26351000,5954951.00000000
2025-07-19 00:30:00,0.26351000,0.26473000,0.26055000,0.26122000,5621015.00000000
2025-07-19 00:45:00,0.26123000,0.26146000,0.25858000,0.25866000,5367361.00000000
2025-07-19 01:00:00,0.25868000,0.25966000,0.25651000,0.25951000,8095989.00000000
2025-07-19 01:15:00,0.25949000,0.26238000,0.25937000,0.26214000,6303724.00000000
2025-07-19 01:30:00,0.26212000,0.26220000,0.26046000,0.26156000,1828234.00000000
2025-07-19 01:45:00,0.26158000,0.26225000,0.26089000,0.26132000,1608582.00000000
2025-07-19 02:00:00,0.26132000,0.26163000,0.25960000,0.26025000,2724984.00000000
2025-07-19 02:15:00,0.26025000,0.26175000,0.25965000,0.26069000,1987640.00000000
2025-07-19 02:30:00,0.26067000,0.26229000,0.26063000,0.26205000,1317923.00000000
2025-07-19 02:45:00,0.26205000,0.26413000,0.26166000,0.26336000,3254459.00000000
2025-07-19 03:00:00,0.26334000,0.26392000,0.26202000,0.26231000,3180607.00000000
2025-07-19 03:15:00,0.26230000,0.26277000,0.26167000,0.26213000,2026015.00000000
2025-07-19 03:30:00,0.26214000,0.26561000,0.26214000,0.26496000,5639694.00000000
2025-07-19 03:45:00,0.26493000,0.26493000,0.26171000,0.26234000,2478801.00000000
2025-07-19 04:00:00,0.26233000,0.26502000,0.26166000,0.26473000,3822544.00000000
2025-07-19 04:15:00,0.26473000,0.26501000,0.26386000,0.26468000,2341657.00000000
2025-07-19 04:30:00,0.26464000,0.26637000,0.26446000,0.26542000,2376896.00000000
2025-07-19 04:45:00,0.26542000,0.26639000,0.26514000,0.26551000,1035429.00000000
2025-07-19 05:00:00,0.26552000,0.26571000,0.26339000,0.26391000,2528749.00000000
