rank,coin_id,coin_name,symbol,price,price_change_24h,volume_24h,market_cap,category,scraped_at,price_change_1h_pct,price_change_24h_pct,price_change_7d_pct,market_cap_rank,high_24h,low_24h,circulating_supply,total_supply,ath,ath_date,atl,atl_date
,monk,Monk MONK,MONK,6.537e-05,,1e-06,0.0,Masternodes,2025-11-05T13:15:05.354487,,,-69.5359356177376,,,,0.0,783861965.8463815,22.18,2018-01-20T00:00:00.000Z,2.09e-06,2024-02-16T06:58:21.302Z
,wrapped-viction,Wrapped Viction WVIC,WVIC,0.116429,2.7%,1166.31,0.0,Masternodes,2025-11-05T13:15:05.714524,2.654461813034707,1.41741,-18.24993239981425,,0.121228,0.111204,0.0,210000000.0,0.641928,2025-07-08T19:30:42.678Z,0.069428,2025-10-10T21:24:22.668Z
,hypercycle,HyperCycle HYPC,HYPC,0.01246709,0.5%,4681.93,0.0,Layer 0 (L0),2025-11-05T13:15:27.894553,0.5236282579045681,-7.93645,-22.21074882282142,,0.01375815,0.01200714,0.0,2147483640.0,1.18,2023-09-30T02:21:43.634Z,0.01200714,2025-11-04T21:45:26.186Z
,vitreus,Vitreus WVTRS,WVTRS,0.0104701,0.6%,54676.0,0.0,Layer 0 (L0),2025-11-05T13:15:27.984480,0.6423421509989795,-12.85525,-6.676835174262958,,0.0122474,0.01000229,0.0,608705623.603,0.141581,2024-06-20T02:18:17.533Z,0.00923208,2025-05-16T08:44:43.713Z
,ankr-network,Ankr Network ANKR,ANKR,Buy,1.1%,,,Rollups-as-a-Service (RaaS),2025-11-05T13:14:46.562813,,,,,,,,,,,,
,espresso,Espresso ESP,ESP,,,,,Rollups-as-a-Service (RaaS),2025-11-05T13:14:47.097984,,,,,,,,,,,,
,flux-zelcash,Flux FLUX,FLUX,,1.5%,,,Masternodes,2025-11-05T13:15:01.267154,,,,,,,,,,,,
,firo,Firo FIRO,FIRO,,0.2%,,,Masternodes,2025-11-05T13:15:01.407918,,,,,,,,,,,,
,viction,Viction VIC,VIC,,3.1%,,,Masternodes,2025-11-05T13:15:01.740327,,,,,,,,,,,,
,spacem-world,SPACEM WORLD SPCM,SPCM,,0.4%,,,Masternodes,2025-11-05T13:15:02.235662,,,,,,,,,,,,
,waterfall-2,Waterfall WATER,WATER,,0.9%,,,Masternodes,2025-11-05T13:15:02.508276,,,,,,,,,,,,
,blocxtech,BLOCX. BLOCX,BLOCX,,6.9%,,,Masternodes,2025-11-05T13:15:03.229860,,,,,,,,,,,,
,honest,Honest HNST,HNST,,0.0%,,,Masternodes,2025-11-05T13:15:03.346607,,,,,,,,,,,,
,pac-protocol,PAC Protocol PAC,PAC,,0.4%,,,Masternodes,2025-11-05T13:15:04.369910,,,,,,,,,,,,
,etho-protocol,Etho Protocol ETHO,ETHO,,,,,Masternodes,2025-11-05T13:15:04.613286,,,,,,,,,,,,
,safedeal,SafeDeal SFD,SFD,,0.0%,,,Masternodes,2025-11-05T13:15:05.164341,,,,,,,,,,,,
,colossusxt,ColossusXT COLX,COLX,,0.0%,,,Masternodes,2025-11-05T13:15:05.584494,,,,,,,,,,,,
,synthetix-network-token,Synthetix SNX,SNX,Buy,1.0%,,,Derivatives,2025-11-05T13:15:13.773293,,,,,,,,,,,,
,awe-network,AWE Network AWE,AWE,,1.3%,,,Derivatives,2025-11-05T13:15:14.272243,,,,,,,,,,,,
,apex-token,APEX APEX,APEX,,1.3%,,,Derivatives,2025-11-05T13:15:14.405985,,,,,,,,,,,,
,woo,WOO WOO,WOO,,1.0%,,,Derivatives,2025-11-05T13:15:14.900558,,,,,,,,,,,,
,aevo,Aevo AEVO,AEVO,,0.8%,,,Derivatives,2025-11-05T13:15:15.154148,,,,,,,,,,,,
,synthetix-susd,Synthetix sUSD SUSD,SUSD,,0.5%,,,Derivatives,2025-11-05T13:15:15.269909,,,,,,,,,,,,
,mango,Mango MNGO,MNGO,,8.8%,,,Derivatives,2025-11-05T13:15:16.886072,,,,,,,,,,,,
,dydx-ethdydx,dYdX ETHDYDX,ETHDYDX,,1.7%,,,Derivatives,2025-11-05T13:15:17.988022,,,,,,,,,,,,
,mux-protocol,MUX Protocol MCB,MCB,,0.2%,,,Derivatives,2025-11-05T13:15:18.484390,,,,,,,,,,,,
,indigo-protocol,Indigo Protocol INDY,INDY,,1.3%,,,Derivatives,2025-11-05T13:15:18.586553,,,,,,,,,,,,
,cosmos-hub,Cosmos Hub ATOM,ATOM,Buy,0.6%,,,Layer 0 (L0),2025-11-05T13:15:26.730483,,,,,,,,,,,,
,constellation,Constellation DAG,DAG,,0.3%,,,Layer 0 (L0),2025-11-05T13:15:27.002420,,,,,,,,,,,,
,naoris-protocol,Naoris Protocol NAORIS,NAORIS,,0.2%,,,Layer 0 (L0),2025-11-05T13:15:27.181686,,,,,,,,,,,,
